Gene start (bp),Gene end (bp),Gene name,Transcript start (bp),Transcript end (bp)
80434900,80492530,Galm,80434900,80492530
80434900,80492530,Galm,80452581,80490957
112313158,112313286,,112313158,112313286
44825773,44828993,Gfy,44825773,44828993
44825773,44828993,Gfy,44827278,44828962
127694056,127694829,Gm43474,127694056,127694829
21577640,21583372,Fgl2,21577640,21583372
56173063,56175052,Gm48925,56173063,56175052
56178908,56182132,Cma1,56178908,56182132
56178908,56182132,Cma1,56178910,56182118
102425563,102426775,Gm26952,102425563,102426775
102458073,102468186,Tsx,102458073,102468186
112553169,112556664,Rassf10,112553169,112556664
112571303,112572090,Gm5599,112571303,112572090
97373213,97387496,Aqp11,97373213,97387496
97373213,97387496,Aqp11,97375586,97387145
97373213,97387496,Aqp11,97375754,97378595
97373213,97387496,Aqp11,97376637,97382434
97373213,97387496,Aqp11,97378258,97379712
21629956,21687122,Fam185a,21629956,21687122
21629956,21687122,Fam185a,21629999,21639592
21629956,21687122,Fam185a,21639727,21685802
155933878,155953898,Rbm12,155933878,155953876
155933878,155953898,Rbm12,155933878,155953876
155933878,155953898,Rbm12,155939405,155953836
155933878,155953898,Rbm12,155939841,155953898
155933878,155953898,Rbm12,155939870,155953881
34498843,34514814,Ptpn18,34498843,34500137
34498843,34514814,Ptpn18,34498846,34512865
34498843,34514814,Ptpn18,34498858,34510998
34498843,34514814,Ptpn18,34498873,34510997
34498843,34514814,Ptpn18,34502352,34505947
34498843,34514814,Ptpn18,34511801,34514814
34498843,34514814,Ptpn18,34513580,34514814
104879338,104880969,Gm45663,104879338,104880969
34089653,34109469,Ppp2cb,34089653,34109469
138314935,138315040,U6,138314935,138315040
56187266,56189807,Mcpt-ps1,56187266,56189807
56187266,56189807,Mcpt-ps1,56187520,56189798
119090112,119106172,P3h1,119090112,119106169
119090112,119106172,P3h1,119090136,119106172
119090112,119106172,P3h1,119090143,119105564
119090112,119106172,P3h1,119090143,119106169
119090112,119106172,P3h1,119090151,119105566
119090112,119106172,P3h1,119090997,119094129
119090112,119106172,P3h1,119091029,119106170
119090112,119106172,P3h1,119092541,119098692
119090112,119106172,P3h1,119095139,119101346
119090112,119106172,P3h1,119102217,119105330
119090112,119106172,P3h1,119103836,119105569
119090112,119106172,P3h1,119104059,119105251
44830419,44831262,Pth2,44830419,44831196
44830419,44831262,Pth2,44830606,44831262
56188437,56211488,Cma2,56188437,56211488
56188437,56211488,Cma2,56208885,56211452
102465616,102525311,Gm26992,102465616,102525311
45474117,45475055,Gm4766,45474117,45475055
102475123,102528563,Tsix,102475123,102528563
102475123,102528563,Tsix,102491328,102526012
112583110,112610099,Gm33586,112583110,112610099
45520951,45521076,,45520951,45521076
34109614,34131995,Ubxn8,34109614,34131995
34109614,34131995,Ubxn8,34116352,34126282
79391808,79394910,Omg,79391808,79394910
80503587,80503833,7SK,80503587,80503833
21787270,21808961,Zfp948,21787270,21808961
102503972,102526860,Xist,102503972,102526860
102503972,102526860,Xist,102504102,102510862
112699375,112741230,4930543E12Rik,112699375,112741230
112699375,112741230,4930543E12Rik,112699441,112741222
112718905,112719015,5S_rRNA,112718905,112719015
120433714,120440553,Mcrip1,120433714,120440527
120433714,120440553,Mcrip1,120433714,120440553
28851935,28855659,Fam98c,28851935,28855659
28851935,28855659,Fam98c,28851937,28855608
28851935,28855659,Fam98c,28851937,28855608
28851935,28855659,Fam98c,28851937,28855608
28851935,28855659,Fam98c,28851937,28855628
28851935,28855659,Fam98c,28851944,28855585
28851935,28855659,Fam98c,28851979,28855144
28851935,28855659,Fam98c,28852849,28855028
28851935,28855659,Fam98c,28852932,28855628
113391086,113458652,Sgsm1,113391086,113458652
113391086,113458652,Sgsm1,113391095,113428467
113391086,113458652,Sgsm1,113405340,113428467
113391086,113458652,Sgsm1,113405979,113458643
113391086,113458652,Sgsm1,113413540,113458605
113391086,113458652,Sgsm1,113414153,113458563
113391086,113458652,Sgsm1,113421818,113428453
113391086,113458652,Sgsm1,113423753,113427202
113391086,113458652,Sgsm1,113427476,113430758
113391086,113458652,Sgsm1,113433412,113458586
102504824,102504891,,102504824,102504891
102513277,102513402,,102513277,102513402
102524552,102524632,,102524552,102524632
102530540,102530994,Gm14861,102530540,102530994
56204182,56204322,Gm48927,56204182,56204322
102533123,102533523,Rps12-ps1,102533123,102533523
21833487,21833697,Gm49954,21833487,21833697
56226520,56227142,Gm48934,56226520,56227142
21835374,21875400,Gm30531,21835374,21875400
21835374,21875400,Gm30531,21835375,21852097
21835374,21875400,Gm30531,21851706,21854059
102537162,102609302,Jpx,102537162,102553623
102537162,102609302,Jpx,102537164,102550031
102537162,102609302,Jpx,102537170,102553623
102537162,102609302,Jpx,102537170,102574316
102537162,102609302,Jpx,102537182,102609302
102537162,102609302,Jpx,102537183,102538226
102537162,102609302,Jpx,102537187,102574316
102537162,102609302,Jpx,102537325,102574121
102537162,102609302,Jpx,102537376,102546843
102537162,102609302,Jpx,102537401,102546564
102537162,102609302,Jpx,102543953,102546847
56247993,56248772,Gm5801,56247993,56248772
104897074,104945754,Bean1,104897074,104944905
104897074,104945754,Bean1,104897145,104945754
104897074,104945754,Bean1,104897215,104944532
104897074,104945754,Bean1,104897526,104944418
104897074,104945754,Bean1,104897145,104945724
104897074,104945754,Bean1,104897145,104945724
56255428,56257841,Mcpt1,56255428,56257841
45702810,45744663,Cdc5l,45702810,45744663
45702810,45744663,Cdc5l,45719298,45726610
45702810,45744663,Cdc5l,45738702,45744467
79404211,79421415,Evi2,79404211,79421385
79404211,79421415,Evi2,79404211,79421415
102537180,102537302,,102537180,102537302
102550418,102551195,Gm9670,102550418,102551195
102558528,102558956,Gm14860,102558528,102558956
15054206,15087267,Arl5b,15054206,15087263
15054206,15087267,Arl5b,15060051,15087267
15054206,15087267,Arl5b,15060098,15081406
15054206,15087267,Arl5b,15060158,15082382
15054206,15087267,Arl5b,15072950,15081416
15054206,15087267,Arl5b,15074773,15077982
15054206,15087267,Arl5b,15079810,15087263
15054206,15087267,Arl5b,15060134,15083977
102568922,102569936,Gm9785,102568922,102569514
102568922,102569936,Gm9785,102568931,102569936
102573089,102573313,Gm9157,102573089,102573313
56264321,56267952,Mcpt9,56264321,56267952
102604513,102667396,Ftx,102604513,102667360
102604513,102667396,Ftx,102606199,102660441
102604513,102667396,Ftx,102606503,102660560
102604513,102667396,Ftx,102613172,102667396
102604513,102667396,Ftx,102613174,102651851
102604513,102667396,Ftx,102613174,102660469
102604513,102667396,Ftx,102613174,102667269
102604513,102667396,Ftx,102613177,102660551
102604513,102667396,Ftx,102631300,102665975
102604513,102667396,Ftx,102631300,102667396
102604513,102667396,Ftx,102651159,102667360
102604513,102667396,Ftx,102651212,102666106
120440805,120441958,Ppp1r27,120440805,120441958
133058881,133067521,Ppp1r15b,133058881,133067521
133058881,133067521,Ppp1r15b,133059082,133067521
79405882,79414588,Evi2b,79405882,79414588
27163131,27163244,Gm25152,27163131,27163244
144435438,144466738,Clca3a1,144435438,144466738
144435438,144466738,Clca3a1,144435677,144466602
56279498,56282099,Mcpt2,56279498,56282099
79417386,79421435,Evi2a,79417386,79421414
79417386,79421435,Evi2a,79417783,79418601
79417386,79421435,Evi2a,79418511,79418972
79417386,79421435,Evi2a,79418894,79421435
79417386,79421435,Evi2a,79417394,79421435
62585108,62691264,Itga11,62585108,62691264
62585108,62691264,Itga11,62585142,62684393
60755959,60812518,Cd28,60755959,60802322
60755959,60812518,Cd28,60785517,60812518
60755959,60812518,Cd28,60785561,60803785
45744524,45753470,B230354K17Rik,45744524,45747117
45744524,45753470,B230354K17Rik,45744757,45752488
45744524,45753470,B230354K17Rik,45744778,45753470
45744524,45753470,B230354K17Rik,45744791,45749223
27775471,27782648,Hmga1,27775471,27781820
27775471,27782648,Hmga1,27775548,27782648
27775471,27782648,Hmga1,27775556,27781782
27775471,27782648,Hmga1,27775559,27782642
27775471,27782648,Hmga1,27775578,27782643
27775471,27782648,Hmga1,27775588,27781999
27775471,27782648,Hmga1,27775589,27782643
27775471,27782648,Hmga1,27775606,27781613
27775471,27782648,Hmga1,27775613,27782641
27775471,27782648,Hmga1,27775615,27781599
27775471,27782648,Hmga1,27775615,27781946
27775471,27782648,Hmga1,27775627,27782644
27775471,27782648,Hmga1,27775637,27782008
27775471,27782648,Hmga1,27775642,27781551
27775471,27782648,Hmga1,27775642,27781901
27775471,27782648,Hmga1,27775642,27782637
27775471,27782648,Hmga1,27775669,27781782
56297086,56299770,Mcpt4,56297086,56299770
28855105,28856345,1110035H17Rik,28855105,28856345
28855105,28856345,1110035H17Rik,28855105,28856343
79482038,79588849,Rab11fip4,79482038,79588849
79482038,79588849,Rab11fip4,79551388,79574324
44833048,44854316,Kash5,44833048,44854316
44833048,44854316,Kash5,44833352,44839490
104904427,104911231,Gm10631,104904427,104911231
34507915,34512229,Gm28417,34507915,34509515
34507915,34512229,Gm28417,34509236,34512229
34507915,34512229,Gm28417,34510590,34512193
34142551,34188191,Gsr,34142551,34164227
34142551,34188191,Gsr,34143266,34188191
34142551,34188191,Gsr,34159030,34175680
60815824,60820993,Gm11579,60815824,60820993
29546603,29548137,Gm43029,29546603,29548137
29694221,29718558,Tspan33,29694221,29718558
29694221,29718558,Tspan33,29694233,29718556
29694221,29718558,Tspan33,29708027,29714821
34516248,34525014,4930568A12Rik,34516248,34524692
34516248,34525014,4930568A12Rik,34520063,34525014
60818002,60842949,2310016D23Rik,60818002,60842949
56319623,56322730,Mcpt8,56319623,56322654
56319623,56322730,Mcpt8,56319676,56322730
60818511,60820620,Gm37198,60818511,60820620
60831649,60832991,Gm11609,60831649,60832991
60848275,60849101,Gm11581,60848275,60849101
60919497,60920897,Gm38137,60919497,60920897
79485991,79486094,Gm23293,79485991,79486094
192835419,192854331,Irf6,192835419,192854331
192835419,192854331,Irf6,192835462,192849176
192835419,192854331,Irf6,192838977,192846489
192835419,192854331,Irf6,192850811,192851797
79497905,79513989,Rab11fip4os1,79497905,79513989
79526137,79526239,Gm25867,79526137,79526239
79529847,79529954,Gm24887,79529847,79529954
79561198,79565954,Rab11fip4os2,79561198,79565909
79561198,79565954,Rab11fip4os2,79564693,79565954
79595456,79596246,Gm11205,79595456,79596246
27208175,27211168,1700125G22Rik,27208175,27211168
56319858,56319925,Mir6949,56319858,56319925
56337338,56340031,Ctsg,56337338,56340031
56337338,56340031,Ctsg,56337377,56339232
28858254,28869836,Spred3,28858254,28868072
28858254,28869836,Spred3,28862362,28866575
28858254,28869836,Spred3,28865348,28869266
28858254,28869836,Spred3,28869078,28869836
120451124,120464079,P4hb,120451124,120464079
120451124,120464079,P4hb,120451131,120452062
120451124,120464079,P4hb,120451771,120463667
144455243,144455848,Gm34866,144455243,144455848
121269540,121287262,Serinc4,121269540,121286318
121269540,121287262,Serinc4,121281658,121287174
121269540,121287262,Serinc4,121281658,121287262
121269540,121287262,Serinc4,121281670,121286318
121269540,121287262,Serinc4,121281728,121286312
121269540,121287262,Serinc4,121282635,121284234
105585586,105594890,Ddx20,105585586,105594890
105585586,105594890,Ddx20,105586936,105594768
105585586,105594890,Ddx20,105588805,105594760
56355083,56358082,Gzme,56355083,56358082
44856943,44861571,Dkkl1,44856943,44861547
44856943,44861571,Dkkl1,44856949,44861236
44856943,44861571,Dkkl1,44857049,44861247
44856943,44861571,Dkkl1,44860427,44861571
163607152,163744678,Kifap3,163607152,163744678
163607152,163744678,Kifap3,163607152,163744678
56367013,56370065,Gzmd,56367013,56370065
56394039,56397036,Gzmg,56394039,56397036
62697186,62697693,Gm7653,62697186,62697693
103127720,103182281,1300017J02Rik,103127720,103165496
103127720,103182281,1300017J02Rik,103127726,103134225
103127720,103182281,1300017J02Rik,103127823,103165423
103127720,103182281,1300017J02Rik,103129036,103143424
103127720,103182281,1300017J02Rik,103147992,103165496
103127720,103182281,1300017J02Rik,103159760,103182281
28869635,28873401,Ggn,28869635,28873358
28869635,28873401,Ggn,28869815,28873337
28869635,28873401,Ggn,28869815,28873401
28869635,28873401,Ggn,28869832,28873370
28869635,28873401,Ggn,28869929,28873358
144484773,144486447,Gm17743,144484773,144486447
56399588,56400258,Gm9547,56399588,56400258
140568389,140624198,Aebp2,140568389,140601207
140568389,140624198,Aebp2,140569225,140598552
140568389,140624198,Aebp2,140569415,140624198
140568389,140624198,Aebp2,140570635,140597470
140568389,140624198,Aebp2,140572608,140598552
140568389,140624198,Aebp2,140582464,140583894
140568389,140624198,Aebp2,140583478,140600144
140568389,140624198,Aebp2,140588889,140597756
140568389,140624198,Aebp2,140592543,140594116
56403254,56412056,Gzmn,56403254,56412056
56403254,56412056,Gzmn,56403255,56412056
102616527,102616602,Mir421,102616527,102616602
89179040,89188449,Efna1,89179040,89186952
89179040,89188449,Efna1,89179043,89188449
89179040,89188449,Efna1,89179047,89186948
102616666,102616760,Mir374b,102616666,102616760
102616691,102616739,Mir374c,102616691,102616739
102620032,102624707,Gm38020,102620032,102624707
102639544,102639614,,102639544,102639614
102641377,102641942,Gm9159,102641377,102641942
102648831,102648923,,102648831,102648923
102649929,102650055,,102649929,102650055
102667157,102667361,,102667157,102667361
102674192,102675276,Zcchc13,102674192,102675276
104943834,104944931,Gm45892,104943834,104944931
104947244,104950241,Gm45887,104947244,104950241
104950379,104950732,Gm45750,104950379,104950732
168792655,168802277,Erdr1,168792655,168802277
168792655,168802277,Erdr1,168792690,168801793
168792655,168802277,Erdr1,168792818,168801791
168792655,168802277,Erdr1,168792991,168801792
168792655,168802277,Erdr1,168793740,168801795
15061524,15064284,Gm38257,15061524,15064284
34181829,34181972,,34181829,34181972
34220562,34221847,1700104B16Rik,34220562,34221842
34220562,34221847,1700104B16Rik,34220562,34221847
15132411,15133494,Gm13313,15132411,15133494
56411208,56445192,Gm4022,56411208,56445192
56415461,56418168,Gm8961,56415461,56418168
15347436,15348231,Gm13367,15347436,15348231
56419284,56419964,Gm8963,56419284,56419964
15390429,15391398,Gm13366,15390429,15391398
56442720,56448874,Gzmf,56442720,56448874
97437748,97561588,Pak1,97437748,97504119
97437748,97561588,Pak1,97437748,97561090
97437748,97561588,Pak1,97480135,97515333
97437748,97561588,Pak1,97492142,97561588
97437748,97561588,Pak1,97492142,97561588
97437748,97561588,Pak1,97543122,97560489
15401559,15402531,Gm13365,15401559,15402531
15486723,15487152,Gm13368,15486723,15487152
169192129,169192500,Gm15069,169192129,169192500
127790643,128338767,Pard3,127790643,128338451
127790643,128338767,Pard3,127790806,128338767
127790643,128338767,Pard3,127790820,128129058
127790643,128338767,Pard3,127790848,128138682
127790643,128338767,Pard3,127790995,128338451
127790643,128338767,Pard3,127791009,128003586
127790643,128338767,Pard3,127791009,128096853
127790643,128338767,Pard3,127791045,128337286
127790643,128338767,Pard3,127791045,128337286
127790643,128338767,Pard3,127791095,128153234
127790643,128338767,Pard3,127791095,128153234
127790643,128338767,Pard3,127791095,128153234
127790643,128338767,Pard3,127791095,128201087
127790643,128338767,Pard3,127791095,128338451
127790643,128338767,Pard3,127791097,128153165
127790643,128338767,Pard3,127799990,128153165
127790643,128338767,Pard3,127898154,128003524
127790643,128338767,Pard3,128026066,128129058
127790643,128338767,Pard3,128026093,128159625
127790643,128338767,Pard3,128082896,128088272
127790643,128338767,Pard3,128083792,128125113
127790643,128338767,Pard3,128097971,128103449
127790643,128338767,Pard3,128115798,128127158
127790643,128338767,Pard3,128131926,128159622
127790643,128338767,Pard3,128137130,128200978
127790643,128338767,Pard3,128174227,128200994
127790643,128338767,Pard3,128306205,128337329
127790643,128338767,Pard3,127790806,128159306
127790643,128338767,Pard3,128032791,128128540
169106356,169111844,Asmt,169106356,169111844
56468898,56472113,Gzmc,56468898,56472113
155965559,155986106,Nfs1,155965559,155986106
155965559,155986106,Nfs1,155965570,155981729
155965559,155986106,Nfs1,155980427,155986073
155965559,155986106,Nfs1,155983707,155986100
89209785,89210036,Gm22642,89209785,89210036
105611915,105628158,Inka2,105611915,105628158
105611915,105628158,Inka2,105612774,105625472
36915787,36918734,Rhox6,36915787,36918734
56478017,56478142,Gm24118,56478017,56478142
56487526,56488534,Gm4819,56487526,56488534
105633217,105634463,Gm43848,105633217,105634463
56496295,56499717,Gzmb,56496295,56499717
27237114,27338757,Nceh1,27237114,27299107
27237114,27338757,Nceh1,27237153,27276872
27237114,27338757,Nceh1,27237153,27280449
27237114,27338757,Nceh1,27237153,27338757
27237114,27338757,Nceh1,27242590,27293733
79602795,79602860,Mir193a,79602795,79602860
79617226,79617337,Mir365-2,79617226,79617337
79672805,79763220,9130204K15Rik,79672805,79673713
79672805,79763220,9130204K15Rik,79672872,79763220
79672805,79763220,9130204K15Rik,79673335,79751542
79672805,79763220,9130204K15Rik,79687019,79695998
36920563,36930152,Rhox7a,36920563,36930048
